crisis,estimator,variable,beta_std,tstat,pval,r2
GFC,Gerber,ex_kurtosis,0.006266180097292096,0.5787718376670281,0.5641729420566803,0.003667563639535465
GFC,Gerber,downside_vol,-0.018359978473962892,-1.7199897094446988,0.08883353611675715,0.03148590988329003
GFC,Gerber,var_5pct,-0.02100486266163889,-1.9777206317442642,0.05098571209459424,0.041210853141879555
GFC,Gerber,cvar_5pct,-0.019412585580023057,-1.822096256138313,0.0717252134943358,0.035199677087139336
GFC,Gerber,max_drawdown,-0.013116399010327582,-1.2190992128263958,0.225957207811613,0.016069455164789304
GFC,Gerber,avg_corr,-0.010838948625489904,-1.0048236588904453,0.31764620675551014,0.010973526793883304
GFC,Gerber,autocorr_1,0.0035292535413028294,0.32556843572832633,0.7454983110631259,0.0011634229620992587
GFC,Gerber,amihud,-0.007764408643175265,-0.7178624843407203,0.47468097524571506,0.005631040896329154
GFC,Gerber,log_dolvol,-0.00022720513930893382,-0.020947193779868777,0.9833336418319718,4.821789137410271e-06
COVID,Sample,beta,-0.03391244955279628,-3.0269415264030886,0.0031564120873865953,0.08549992480008906
COVID,Sample,beta_sq,-0.032115725291969544,-2.852846395096763,0.0052860726599399666,0.07668013700723797
COVID,Sample,total_var,-0.018552054569292313,-1.6041958197710924,0.11188895116937037,0.025587711029689486
COVID,Sample,syst_var,-0.03211572529196953,-2.8528463950967624,0.0052860726599399666,0.07668013700723797
COVID,Sample,idio_var,-0.001686462348394853,-0.143965792759601,0.8858231144277742,0.00021144660215333122
COVID,Sample,syst_share,-0.024169774576920905,-2.109361564838517,0.03746175746593439,0.04343027818086864
COVID,Sample,inv_idio_var,0.018162450997565416,1.5696505181521438,0.11971972906930106,0.024524283191704077
COVID,Sample,beta_over_idio,-0.0031467466962996258,-0.2686942928216173,0.7887297738232277,0.00073615790693915
COVID,Sample,beta_sq_over_idio,-0.020021763458157028,-1.735037973779642,0.08587779679421925,0.029802456566887403
COVID,Sample,total_vol,-0.024136341861926362,-2.1063116160044495,0.03773212093003675,0.04331021186600348
COVID,Sample,idio_vol,-0.004293100100212775,-0.36669543315856584,0.7146367611491222,0.0013702172825672543
COVID,Sample,syst_vol,-0.03391244955279628,-3.0269415264030894,0.0031564120873865953,0.08549992480008906
COVID,Sample,skewness,0.00980677253645927,0.8400806905108661,0.4029080071082274,0.0071498942033946244
COVID,Sample,ex_kurtosis,-0.005005568402389307,-0.4276564355761625,0.6698395418364274,0.0018627484568810582
COVID,Sample,downside_vol,-0.022659771687882208,-1.9721676667095007,0.05140898874650168,0.03817319148169007
